category,sub_category,city,name,area,address,phone_no_1,phone_no2,source,ratings,state,country,email,latitude,longitude,reviews,facebook_url,linkdin_url,twitter_url,description,pincode,virtual_phone_no,whatsapp_no,phone_no_3,avg_spent,cost_of_two
Shopping,Electronics & Appliances,Kamalapuram,Kishore Electronics,"Mydukur - Badvel Rd, Khajipet Sunkesula","Mydukur - Badvel Rd, Khajipet Sunkesula, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,,516203.0,,,,,
Shopping,Electronics & Appliances,Kamalapuram,Sri Sai Padmanabh Mobiles(Sales & Services),"1, కమలాపురం- ఖాజిపేట- మైదుకూరు రహదారి","1, కమలాపురం- ఖాజిపేట- మైదుకూరు రహదారి, Kamalapuram, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,,516289.0,,,,,
Shopping,Electronics & Appliances,Kamalapuram,BGS ELECTRONICS,"BGS Colony, Kadapa - Pulivendula Rd","BGS Colony, Kadapa - Pulivendula Rd, Vempalli, Andhra Pradesh 516329",,,,,Andhra Pradesh,India,,,,,,,,,516329.0,,,,,
Shopping,Electronics & Appliances,Kamalapuram,PRINTINK,"13-149, RS Road","13-149, RS Road, opp. Pradeep Cinema, Kamalapuram, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,,516289.0,,,,,
Shopping,Electronics & Appliances,Kamalapuram,Mahendra Electrical and Fancy,"HJ3G+JRH, MDR225","HJ3G+JRH, MDR225, Dadireddipalle, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: HJ3G+JRH,516289.0,,,,,
Shopping,Electronics & Appliances,Kamalapuram,RAJU CELL POINT,"15, kamalapuram - Thimmapuram - Samudrampalli Rd","15, kamalapuram - Thimmapuram - Samudrampalli Rd, Kadapa, Kamalapuram, Andhra Pradesh 516001",,,,,Andhra Pradesh,India,,,,,,,,,516001.0,,,,,
Shopping,Electronics & Appliances,Kamalapuram,BHARATH HOME NEEDS,"Kadapa - Tadipatri Hwy, Yerraguntla","Kadapa - Tadipatri Hwy, Yerraguntla, Andhra Pradesh 516309",,,,,Andhra Pradesh,India,,,,,,,,,516309.0,,,,,
Shopping,Electronics & Appliances,Kamalapuram,Rajoli Naga Subbareddy -JioMart Digital Partner,"S.R, Y","S.R, Y, 7/164 K.Sunkesula Khajipet Cuddapah Y.S.R, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,,516203.0,,,,,
Shopping,Electronics & Appliances,Kamalapuram,Venkatsimha T.v Shop,"JM2C+F32, Kamalapuram","JM2C+F32, Kamalapuram, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: JM2C+F32,516289.0,,,,,
Shopping,Electronics & Appliances,Kamalapuram,SRINIVASA ELECTRICALS,"Cross road, Kamalapuram St","Cross road, Kamalapuram St, Peddacheppalle, Kamalapuram, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,,516289.0,,,,,
Shopping,Electronics & Appliances,Kamalapuram,Global computers,"HMR9+RW4, R.s. road","HMR9+RW4, R.s. road, Kamalapuram, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: HMR9+RW4,516289.0,,,,,
Shopping,Electronics & Appliances,Kamalapuram,Palagiri Kondareddy -JioMart Digital Partner,"44586 T Sadipiralla, S.R","44586 T Sadipiralla, S.R, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,,516289.0,,,,,
Shopping,Electronics & Appliances,Kamalapuram,Teja Electranics,"1, Kadapa - Gooty Rd","1, Kadapa - Gooty Rd, Proddatur, Kamalapuram, Andhra Pradesh 516360",,,,,Andhra Pradesh,India,,,,,,,,,516360.0,,,,,
Shopping,Electronics & Appliances,Kamalapuram,Karimulla electrical,"HMF2+9F5, Peddacheppalle","HMF2+9F5, Peddacheppalle, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: HMF2+9F5,516289.0,,,,,
Shopping,Electronics & Appliances,Kamalapuram,Karimulla electrical£sanitary,"HJQM+WM8, Peddacheppalli","HJQM+WM8, Peddacheppalli, T.Sadipirala, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: HJQM+WM8,516289.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Kishore Electronics,"Mydukur - Badvel Rd, Khajipet Sunkesula","Mydukur - Badvel Rd, Khajipet Sunkesula, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,,516203.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Sri Venkateswra Electronics,"Khajipet Sunkesula, Andhra Pradesh 516203","Khajipet Sunkesula, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,,516203.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Khajipet Market,"MQ2C+R59, Khajipet Sunkesula","MQ2C+R59, Khajipet Sunkesula, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: MQ2C+R59,516203.0,,,,,
Shopping,Electronics & Appliances,Khajipet,STAR Air Conditioners,"MQ2G+RR8, Khajipet Sunkesula","MQ2G+RR8, Khajipet Sunkesula, Pathur, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: MQ2G+RR8,516203.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Chaitanya Electricals,"MQ29+CRV, Khajipet Sunkesula","MQ29+CRV, Khajipet Sunkesula, Pathur, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: MQ29+CRV,516203.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Rajoli Naga Subbareddy -JioMart Digital Partner,"S.R, Y","S.R, Y, 7/164 K.Sunkesula Khajipet Cuddapah Y.S.R, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,,516203.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Sikinder Electronics,"khallel hospital corner, GOKUL LODGE MAIN ROAD","khallel hospital corner, GOKUL LODGE MAIN ROAD, Madras Rd, Kadapa, Andhra Pradesh 516001",,,,,Andhra Pradesh,India,,,,,,,,,516001.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Khaleel Cell World,"1122 Main Bustand, Andhra Pradesh 516001","1122 Main Bustand, Andhra Pradesh 516001",,,,,Andhra Pradesh,India,,,,,,,,,516001.0,,,,,
Shopping,Electronics & Appliances,Khajipet,GMC,"gokul lodge complex, Madras Rd","gokul lodge complex, Madras Rd, Urlagattu Podu, Ganagapeta, Kadapa, Andhra Pradesh 516001",,,,,Andhra Pradesh,India,,,,,,,,,516001.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Srinandeeswara Electronics,"Kadapa road, near RTC BUS STAND","Kadapa road, near RTC BUS STAND, Mydukur, S.Mydukur, Andhra Pradesh 516172",,,,,Andhra Pradesh,India,,,,,,,,,516172.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Sri Siva Shakthi Electricals,"1, Mydukur","1, Mydukur, Andhra Pradesh 516247",,,,,Andhra Pradesh,India,,,,,,,,,516247.0,,,,,
Shopping,Electronics & Appliances,Khajipet,KESAVA ELECTRONICS,"1526, Gandhinagar","1526, Gandhinagar, Yerramukkapalli, Kadapa, Andhra Pradesh 516004",,,,,Andhra Pradesh,India,,,,,,,,,516004.0,,,,,
Shopping,Electronics & Appliances,Khajipet,LAKSHMI SYSTEMS Computer sales &Service Centre,"Kadapa Road, opp. RTC Bus stand","Kadapa Road, opp. RTC Bus stand, Mydukur, S.Mydukur, Andhra Pradesh 516172",,,,,Andhra Pradesh,India,,,,,,,,,516172.0,,,,,
Shopping,Electronics & Appliances,Khajipet,RAO ELECTRONICS,"Door No: 20, Rao Electronics","Door No: 20, Rao Electronics, 494-2, Madras Rd, opp. Yaqub Saheb Masjid, Sankarapuram, Chinna Chowk, Kadapa, Andhra Pradesh 516001",,,,,Andhra Pradesh,India,,,,,,,,,516001.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Sri lakshmi bhavani electrical shop,"Mydukur - Proddatur Rd, Vinayaka Nagar","Mydukur - Proddatur Rd, Vinayaka Nagar, Mydukur, S.Mydukur, Andhra Pradesh 516172",,,,,Andhra Pradesh,India,,,,,,,,,516172.0,,,,,
Shopping,Electronics & Appliances,Khajipet,PUSHPA ELECTRONICS & HOME NEEDS,"F4QR+46R, Garla","F4QR+46R, Garla, Telangana 507210",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: F4QR+46R,507210.0,,,,,
Shopping,Electronics & Appliances,Khajipet,FOCUS NEXT ( Computer | Laptop | Printer & CCTV Camera Shop In Kadapa),"| Ground, Apsara","| Ground, Apsara, D.No: 42/108 SVR Complex, Theatre Road, near HDFC bank, Kadapa, Andhra Pradesh 516002",,,,,Andhra Pradesh,India,,,,,,,,,516002.0,,,,,
Shopping,Electronics & Appliances,Khajipet,G.P. Electronics & Home Appliances,"Door No. 19, 195","Door No. 19, 195, Madras Rd, near Khaleel Nursing Home, Urlagattu Podu, Ganagapeta, Kadapa, Andhra Pradesh 516001",,,,,Andhra Pradesh,India,,,,,,,,,516001.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Friends Electronics & Home Needs,"BCR COMPLEX, Kadapa - Tadipatri Hwy","BCR COMPLEX, Kadapa - Tadipatri Hwy, Yerraguntla, Andhra Pradesh 516309",,,,,Andhra Pradesh,India,,,,,,,,,516309.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Croma - Kadapa-Koti Reddy Circle,"Sri Haripriya Lodge, No 2/414 to 416","Sri Haripriya Lodge, No 2/414 to 416, Railway Station Rd, near Koti Reddy Circle, Maria Puram, Kadapa, Andhra Pradesh 516001",,,,,Andhra Pradesh,India,,,,,,,,,516001.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Vamsi electronis,"Chilum Gari Veedhi, Vinayaka Nagar","Chilum Gari Veedhi, Vinayaka Nagar, Mydukur, S.Mydukur, Andhra Pradesh 516172",,,,,Andhra Pradesh,India,,,,,,,,,516172.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Unique digital studio,"Kamalapuram road, Khajipet Sunkesula","Kamalapuram road, Khajipet Sunkesula, Pathur, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,,516203.0,,,,,
Shopping,Electronics & Appliances,Khajipet,ֆʊֆɦǟռȶɦ ʀɛֆɨɖɛռƈɛ,"MQ39+8X3, Khajipet Sunkesula","MQ39+8X3, Khajipet Sunkesula, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: MQ39+8X3,516203.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Saraswathi Electricals Shop,"6/10, Sarvarkhanpet","6/10, Sarvarkhanpet, Khajipet Sunkesula, Andhra Pradesh 516001",,,,,Andhra Pradesh,India,,,,,,,,,516001.0,,,,,
Shopping,Electronics & Appliances,Khajipet,Sareddy.Naveenkumarreddy,"MP7R+F9M, Khajipet Sunkesula","MP7R+F9M, Khajipet Sunkesula, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: MP7R+F9M,516203.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Chandra Electronics & Home Appliances,"Tenali Road D.NO 1-499 DEVASTHANAM ROAD, Mangalagiri GUNTUR","Tenali Road D.NO 1-499 DEVASTHANAM ROAD, Mangalagiri GUNTUR, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Vijay Digitals,"Mangalagiri, Andhra Pradesh 522503","Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Ravi Sankar Electronics,"# Main Bazar, Temple Road","# Main Bazar, Temple Road, Mangalagiri, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Sri Lakshmi Electronics,"Door No: 5-500, 4","Door No: 5-500, 4, B77(1, NH 16 Service Rd, Anjanaeya colony, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Paru Techshop Mangalagiri,"5-522 Tenali Road Near mudra shoping mall, Mangalagiri","5-522 Tenali Road Near mudra shoping mall, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Sri Parameswari enterprises,"CHMM+WV4, Mangalagiri","CHMM+WV4, Mangalagiri, Guntur, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: CHMM+WV4,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Sai Kamal Electronics,"Hussein Katta, near land mark","Hussein Katta, near land mark, Bhargavapet, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Sun Direct @ Sri Vatsa Communications,"CHM8+MMM, Mangalagiri","CHM8+MMM, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: CHM8+MMM,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Sai Electronics,"Main Bazar, Main Bazar","Main Bazar, Main Bazar,, near Sasana Stambaham, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Sri Naveen Electronics,"Centre, Shop No.2","Centre, Shop No.2,D.No.1-643,Edga Maseed, Gowtham Buddha Rd, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Sun Direct @ Sr Communications,"Bus Stand Rd, Mangalagiri","Bus Stand Rd, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Sri Srinivasa Electricals & Sanitaryware,"Chinna Panja Street, Mangalagiri","Chinna Panja Street, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Jyothi Digitals,"CHH8+W96, GT Rd","CHH8+W96, GT Rd, beside Andhra, New Bank Colony, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: CHH8+W96,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Reliance Digital,"RS No 78/2, Ground Floor NH 5","RS No 78/2, Ground Floor NH 5, Tadepalle, Guntur, Andhra Pradesh 522501",,,,,Andhra Pradesh,India,,,,,,,,,522501.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Radha Krishna Electricals,"Vasavi Shopping Complex, 3-235","Vasavi Shopping Complex, 3-235, Main Bazar Rd, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Kamakshi Watch And Electronics,"Nethaji Complex, masjid St","Nethaji Complex, masjid St, Near Church, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,A 1 Shoppy,"1-545 Trunk Rd, Devasthanam Rd","1-545 Trunk Rd, Devasthanam Rd, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,"Gurudeva Electronics - Home Appliances Spares, AC Fridge Washing Machine Spare Parts in Mangalagiri","D, 7D","D, 7D, Chinna Panja Street, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Purna chandra Electronics,"D.no - 8-660, Pulakotlu center","D.no - 8-660, Pulakotlu center, Pindimra Bazar, Purna Chandra electronics, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Airtel,"1-562, Hospital Rd","1-562, Hospital Rd, Mangalagiri, Guntur, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Nikhilesh Solutions,"Shop No 2, 16","Shop No 2, 16,18 ward sachivalyam, Ramalyam street, beside IT Park, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Vimala Mobiles,"Door no 1, 1429","Door no 1, 1429, gowthama budha road, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,EFFTRONICS SYSTEMS PRIVATE LIMITED,"Plot no: 4, APIIC IT Park","Plot no: 4, APIIC IT Park, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,"Padma Keshava Services, Mangalagiri","2-44, Koneru St","2-44, Koneru St, opp. Potti Sri Ramulu Statue, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Sangeetha Gadgets - Mangalagiri,"No 6/75 Revenue Ward No 6, GNT Road","No 6/75 Revenue Ward No 6, GNT Road, Mangalagiri, Guntur, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Vamsi Mobile Nest,"D.no 1-563, Hospital Rd","D.no 1-563, Hospital Rd, near New Bustand, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,"Prestige Xclusive - Mangalagiri, Guntur","& Hospital, No. 3 & 4","& Hospital, No. 3 & 4, CA-1 Main Road, near NRI Medical College Road, Autonagar, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Big C Mobiles Mangalagiri - Best Mobile Phone Shop,"D.No.1, 537","D.No.1, 537, Goutham Buddha Road, opp. Mandal Office, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Sri Naveen Electronics,"CHM8+PR2, Devasthanam Rd","CHM8+PR2, Devasthanam Rd, Kothapet, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: CHM8+PR2,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,SRI SURYA ELECTRICALS,"Shop No.8, Midde Center","Shop No.8, Midde Center, Lava Kumar Complex, D.No.7, 154, Tenali Rd, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,K.G.N ringtones,"Shop No. 4, Midde Centre","Shop No. 4, Midde Centre, Lava Kumar Complex, Tenali Rd, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,SS Power Controls,"Jaibun palace, 1-538","Jaibun palace, 1-538, GT ROAD, opp. MANDAL PARISHAD OFFICE, near AXIS BANK ATM, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,KS ENTERPRISES,"1-51 Nirmala Convent Road, Atmakuru Rd","1-51 Nirmala Convent Road, Atmakuru Rd, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Venu Electrical Works,"Chinakakani, Andhra Pradesh 522503","Chinakakani, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Rajeshwar Electricals,"2-76A, near Saadhu Soda Center","2-76A, near Saadhu Soda Center, Main Bazar, Salivahanapeta, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,BNew Mobiles,"1-565,shop no 3&4","1-565,shop no 3&4, ward -1, opp new, Bus Stand Rd, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Shopping,Electronics & Appliances,Mangalagiri,Mangalagiri Mobile Store(MMS),"1 1318, Gowtham Buddha Rd","1 1318, Gowtham Buddha Rd, opposite new busstand, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
