category,sub_category,city,name,area,address,phone_no_1,phone_no2,source,ratings,state,country,email,latitude,longitude,reviews,facebook_url,linkdin_url,twitter_url,description,pincode,virtual_phone_no,whatsapp_no,phone_no_3,avg_spent,cost_of_two
Food & Dining,Cafes,Renigunta,Ganesh Tiffin Centre,"GM St, Gowri Nagar","GM St, Gowri Nagar, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,palle ruchulu,"GM St, near fish market","GM St, near fish market, Gowri Nagar, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,bhavyasri tea stall,"GM St, near fish market","GM St, near fish market, Gowri Nagar, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Kantara Cafe,"GM St, near fish market","GM St, near fish market, Gowri Nagar, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Famous Hotel A/C Family Restaurant,"GM St, near fish market","GM St, near fish market, Gowri Nagar, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Appam Egg Dosa Centre,"Srikalahasti - Tirupati Rd, Renigunta","Srikalahasti - Tirupati Rd, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Taj Biriyani Centre,"Srikalahasti - Tirupati Rd, Renigunta","Srikalahasti - Tirupati Rd, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Nellore Mess,"JGV7+7J7, Kadapa Bypass Rd","JGV7+7J7, Kadapa Bypass Rd, Junction, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: JGV7+7J7,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Babu Mess (Veg-Non Veg),"JGV7+7J7, Kadapa Bypass Rd","JGV7+7J7, Kadapa Bypass Rd, Junction, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: JGV7+7J7,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Hotel AR,"JGV7+7J7, Kadapa Bypass Rd","JGV7+7J7, Kadapa Bypass Rd, Junction, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: JGV7+7J7,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Amichoos Biriyani,"JGV7+7J7, Kadapa Bypass Rd","JGV7+7J7, Kadapa Bypass Rd, Junction, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: JGV7+7J7,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Ugaadi Pure Veg Restaurant A/C,"JGXP+GQ8, Kanigiri - Tirupathi Rd","JGXP+GQ8, Kanigiri - Tirupathi Rd, Chowtour, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: JGXP+GQ8,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Zaitoon Restaurant Indo Arab Family Restaurant,"JGXP+GQ8, Kanigiri - Tirupathi Rd","JGXP+GQ8, Kanigiri - Tirupathi Rd, Chowtour, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: JGXP+GQ8,517520.0,,,,,
Food & Dining,Cafes,Renigunta,New Annaporna Hotel,"JGP4+P66, Bazaar Street","JGP4+P66, Bazaar Street, Renigunta Rly Station Road, S.B.S. Residency Complex, Gowri Nagar, Renigunta, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: JGP4+P66,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Hotel Vishnu Bhavan,"JGP4+P66, Bazaar Street","JGP4+P66, Bazaar Street, Renigunta Rly Station Road, S.B.S. Residency Complex, Gowri Nagar, Renigunta, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: JGP4+P66,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Irani CAFE,"MG87+FG6, Tirupati - Kadapa Road","MG87+FG6, Tirupati - Kadapa Road, Karakambadi Rd, Tirupati, Andhra Pradesh",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: MG87+FG6,517507.0,,,,,
Food & Dining,Cafes,Renigunta,CAFE PARIWAR,"MG87+FG6, Tirupati - Kadapa Road","MG87+FG6, Tirupati - Kadapa Road, Karakambadi Rd, Tirupati, Andhra Pradesh",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: MG87+FG6,517507.0,,,,,
Food & Dining,Cafes,Renigunta,Five Star Chicken,"Gowri Nagar, Renigunta","Gowri Nagar, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,TSCS - Chakri Family Restaurant,"Gowri Nagar, Renigunta","Gowri Nagar, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Krishna Food Park,"Renigunta Rd, SV Auto Nagar","Renigunta Rd, SV Auto Nagar, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Rupa Hotel,"Renigunta Rd, SV Auto Nagar","Renigunta Rd, SV Auto Nagar, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,RFC Cafe,"1, St Line","1, St Line, BTR Colony, Mangalam, Tirupati, Andhra Pradesh 517507",,,,,Andhra Pradesh,India,,,,,,,,,517507.0,,,,,
Food & Dining,Cafes,Renigunta,Hotel Spicy,"1, St Line","1, St Line, BTR Colony, Mangalam, Tirupati, Andhra Pradesh 517507",,,,,Andhra Pradesh,India,,,,,,,,,517507.0,,,,,
Food & Dining,Cafes,Renigunta,Aha Tiffens,"HAP DAILY RENIGUNTA, Nagarjuna School street","HAP DAILY RENIGUNTA, Nagarjuna School street, opp. Arun Ice cream, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Dhanalakshmi Mess,"HAP DAILY RENIGUNTA, Nagarjuna School street","HAP DAILY RENIGUNTA, Nagarjuna School street, opp. Arun Ice cream, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Aha Tiffens,"HAP DAILY RENIGUNTA, Nagarjuna School street","HAP DAILY RENIGUNTA, Nagarjuna School street, opp. Arun Ice cream, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,CHAI CLUB,"JCHP+GVQ City Mart, Renigunta Rd","JCHP+GVQ City Mart, Renigunta Rd, near Jawa show room, opposite Vespa show room, Postal Colony, Korramenugunta, Tirupati, Andhra Pradesh 517501",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: JCHP+GVQ,517501.0,,,,,
Food & Dining,Cafes,Renigunta,Vasavi cooldrinks,"JCHP+GVQ City Mart, Renigunta Rd","JCHP+GVQ City Mart, Renigunta Rd, near Jawa show room, opposite Vespa show room, Postal Colony, Korramenugunta, Tirupati, Andhra Pradesh 517501",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: JCHP+GVQ,517501.0,,,,,
Food & Dining,Cafes,Renigunta,LUCKY CAFE,"JCHP+GVQ City Mart, Renigunta Rd","JCHP+GVQ City Mart, Renigunta Rd, near Jawa show room, opposite Vespa show room, Postal Colony, Korramenugunta, Tirupati, Andhra Pradesh 517501",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: JCHP+GVQ,517501.0,,,,,
Food & Dining,Cafes,Renigunta,Reddy tea stall,"Gowri Nagar, Renigunta","Gowri Nagar, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Murugan Tiffen Center,"Gowri Nagar, Renigunta","Gowri Nagar, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,SKY cafe,"9-180, quartets","9-180, quartets, Mangalam, Tirupati, Andhra Pradesh 517507",,,,,Andhra Pradesh,India,,,,,,,,,517507.0,,,,,
Food & Dining,Cafes,Renigunta,The Old Town Road Cafe,"9-180, quartets","9-180, quartets, Mangalam, Tirupati, Andhra Pradesh 517507",,,,,Andhra Pradesh,India,,,,,,,,,517507.0,,,,,
Food & Dining,Cafes,Renigunta,KR star Biriyani,"GM St, Near fish market","GM St, Near fish market, Gowri Nagar, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Bharani Restaurant,"GM St, Near fish market","GM St, Near fish market, Gowri Nagar, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Chillies restaurant and banquet,"Karakambadi Rd, Madhav Puram","Karakambadi Rd, Madhav Puram, Tirupati, Andhra Pradesh 517501",,,,,Andhra Pradesh,India,,,,,,,,,517501.0,,,,,
Food & Dining,Cafes,Renigunta,Sree VMC Cafe & chats,"Karakambadi Rd, Madhav Puram","Karakambadi Rd, Madhav Puram, Tirupati, Andhra Pradesh 517501",,,,,Andhra Pradesh,India,,,,,,,,,517501.0,,,,,
Food & Dining,Cafes,Renigunta,Hotel Sri Krishna Vilas,"JGR7+XPM, Srikalahasti - Tirupati Rd","JGR7+XPM, Srikalahasti - Tirupati Rd, near New Check Post, Renigunta, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: JGR7+XPM,517520.0,,,,,
Food & Dining,Cafes,Renigunta,ROYAL Cafe,"AutoNagar, SV Auto Nagar","AutoNagar, SV Auto Nagar, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,M S HOTEL,"1 Renigunta, Post Office St","1 Renigunta, Post Office St, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Tirupati cafe,"1 Renigunta, Post Office St","1 Renigunta, Post Office St, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Royal cafe,"1 Renigunta, Post Office St","1 Renigunta, Post Office St, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,Check post,"1 Renigunta, Post Office St","1 Renigunta, Post Office St, Tirupati, Andhra Pradesh 517520",,,,,Andhra Pradesh,India,,,,,,,,,517520.0,,,,,
Food & Dining,Cafes,Renigunta,The Royal Irani Cafe,"Ramee Guestline Rd, opposite to Blue Rock Resort","Ramee Guestline Rd, opposite to Blue Rock Resort, Mangalam, Tirupati, Andhra Pradesh 517507",,,,,Andhra Pradesh,India,,,,,,,,,517507.0,,,,,
Food & Dining,Cafes,Settur,Settur Kitchen,"opp. to petrol pump, Setturu","opp. to petrol pump, Setturu, Andhra Pradesh 515767",,,,,Andhra Pradesh,India,,,,,,,,,515767.0,,,,,
Food & Dining,Cafes,Settur,Nihal Coffee shop,"Kalyandurg Road, Anantapur District","Kalyandurg Road, Anantapur District, near Government Hospital, Settur, Andhra Pradesh 515767",,,,,Andhra Pradesh,India,,,,,,,,,515767.0,,,,,
Food & Dining,Cafes,Settur,Sardhar Coffee Cafe,"CXWM+X65, Ayyagarlapalli","CXWM+X65, Ayyagarlapalli, road, opposite A.P.Model School, Setturu, Andhra Pradesh 515767",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: CXWM+X65,515767.0,,,,,
Food & Dining,Cafes,Settur,Javeed tea stall settur,"CXXJ+WFW, Setturu","CXXJ+WFW, Setturu, Andhra Pradesh 515767",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: CXXJ+WFW,515767.0,,,,,
Food & Dining,Cafes,Shetturu,Settur Kitchen,"opp. to petrol pump, Setturu","opp. to petrol pump, Setturu, Andhra Pradesh 515767",,,,,Andhra Pradesh,India,,,,,,,,,515767.0,,,,,
Food & Dining,Cafes,Shetturu,Nihal Coffee shop,"Kalyandurg Road, Anantapur District","Kalyandurg Road, Anantapur District, near Government Hospital, Settur, Andhra Pradesh 515767",,,,,Andhra Pradesh,India,,,,,,,,,515767.0,,,,,
Food & Dining,Cafes,Shetturu,SriSailam Coffee Cafe,"NH 44, Gutturu","NH 44, Gutturu, Andhra Pradesh 515164",,,,,Andhra Pradesh,India,,,,,,,,,515164.0,,,,,
Food & Dining,Cafes,Shetturu,Annapurneshwari Tea cafe,"Sku road, Akutotapally","Sku road, Akutotapally, Anantapur, Andhra Pradesh 515003",,,,,Andhra Pradesh,India,,,,,,,,,515003.0,,,,,
Food & Dining,Cafes,Shetturu,T STORY CAFE,"Ysr Circle, Main Rd","Ysr Circle, Main Rd, Somandepalli, Anantapur, Andhra Pradesh 515122",,,,,Andhra Pradesh,India,,,,,,,,,515122.0,,,,,
Food & Dining,Cafes,Shetturu,ANANTAPURAMU CAFE,"Near : D4 Power Station Jeasusnagar, Main Rd","Near : D4 Power Station Jeasusnagar, Main Rd, Jeasusnagar, Anantapur, Andhra Pradesh 515004",,,,,Andhra Pradesh,India,,,,,,,,,515004.0,,,,,
Food & Dining,Cafes,Shetturu,Sardhar Coffee Cafe,"CXWM+X65, Ayyagarlapalli","CXWM+X65, Ayyagarlapalli, road, opposite A.P.Model School, Setturu, Andhra Pradesh 515767",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: CXWM+X65,515767.0,,,,,
Food & Dining,Cafes,Shetturu,Sreenath coffee shop,"CXWJ+X33, Setturu","CXWJ+X33, Setturu, Andhra Pradesh 515767",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: CXWJ+X33,515767.0,,,,,
Food & Dining,Cafes,Shetturu,Venkatesh coffee shop,"CXXJ+XHW, Setturu","CXXJ+XHW, Setturu, Andhra Pradesh 515767",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: CXXJ+XHW,515767.0,,,,,
Food & Dining,Cafes,Shetturu,Shankar Mallela Cafe,"CXWJ+XV8, Setturu","CXWJ+XV8, Setturu, Andhra Pradesh 515767",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: CXWJ+XV8,515767.0,,,,,
Food & Dining,Cafes,Shetturu,మనవూరి కాఫీ mana voori coffee,"Nagalakatta, Chennur","Nagalakatta, Chennur, Andhra Pradesh 516162",,,,,Andhra Pradesh,India,,,,,,,,,516162.0,,,,,
Food & Dining,Cafes,Shetturu,Javeed tea stall settur,"CXXJ+WFW, Setturu","CXXJ+WFW, Setturu, Andhra Pradesh 515767",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: CXXJ+WFW,515767.0,,,,,
Food & Dining,Cafes,Venkata Krishna Puram,Kafe Tirupati (Quality Re-fined),"Lakshmi Puram, Ashok Nagar","Lakshmi Puram, Ashok Nagar, Tirupati, Andhra Pradesh 517501",,,,,Andhra Pradesh,India,,,,,,,,,517501.0,,,,,
Food & Dining,Cafes,Venkata Krishna Puram,చంద్రన్న Mess,"FQJC+5PM, near Krishnapuram","FQJC+5PM, near Krishnapuram, Krishnapuram, Andhra Pradesh 516003",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: FQJC+5PM,516003.0,,,,,
Food & Dining,Cafes,Venkata Krishna Puram,VC SOCIAL CAFE,"2, Krishnapuram","2, Krishnapuram, Andhra Pradesh 516247",,,,,Andhra Pradesh,India,,,,,,,,,516247.0,,,,,
Food & Dining,Cafes,Venkata Krishna Puram,Kpv,"kpv puram, Rasapalem","kpv puram, Rasapalem, Sri City, Andhra Pradesh 517646",,,,,Andhra Pradesh,India,,,,,,,,,517646.0,,,,,
