category,sub_category,city,name,area,address,phone_no_1,phone_no_2,source,ratings,state,country,email,latitude,longitude,reviews,facebook_url,linkedin_url,twitter_url,description,pincode,virtual_phone_no,whatsapp_no,phone_no_3,avg_spent,cost_for_two
Electronics,Electronic Stores,Yerpedu,ASUS Exclusive Store - SV Computers N Gadgets,"JCRH+724, Chennai-Anantpur","JCRH+724, Chennai-Anantpur, Road, Srinivasa Nagar, Tirupati, Andhra Pradesh 517501",0877 225 7979,,,,Andhra Pradesh,India,,,,3.7,,,,,517501,,,,,
Electronics,Electronic Stores,Yerpedu,LOTUS ELECTRONICS,"JCRH+724, Chennai-Anantpur","JCRH+724, Chennai-Anantpur, Road, Srinivasa Nagar, Tirupati, Andhra Pradesh 517501",0877 225 7979,,,,Andhra Pradesh,India,,,,3.7,,,,,517501,,,,,
Electronics,Electronic Stores,Yerpedu,Jio office Renigunta,"JCRH+724, Chennai-Anantpur","JCRH+724, Chennai-Anantpur, Road, Srinivasa Nagar, Tirupati, Andhra Pradesh 517501",0877 225 7979,,,,Andhra Pradesh,India,,,,3.7,,,,,517501,,,,,
Electronics,Electronic Stores,Yerpedu,"Dell Exclusive Store - Tirumala Bypass Road, Tirupati","14-1120, near Gangamma Temple 517520","14-1120, near Gangamma Temple 517520, Renigunta, Tirupati, Andhra Pradesh 517520",1860 893 3333,,jio.com,,Andhra Pradesh,India,,,,3.8,,,,,517520,,,,,
Electronics,Electronic Stores,Yerpedu,Peddabba Electronics,"14-1120, near Gangamma Temple 517520","14-1120, near Gangamma Temple 517520, Renigunta, Tirupati, Andhra Pradesh 517520",1860 893 3333,,jio.com,,Andhra Pradesh,India,,,,3.8,,,,,517520,,,,,
Electronics,Electronic Stores,Yerpedu,Shri Ganesh electronics and electricals saini,"14-1120, near Gangamma Temple 517520","14-1120, near Gangamma Temple 517520, Renigunta, Tirupati, Andhra Pradesh 517520",1860 893 3333,,jio.com,,Andhra Pradesh,India,,,,3.8,,,,,517520,,,,,
Electronics,Electronic Stores,Yerpedu,Devi DTH&electricals,"जीवकोना एंट्रेस बस स्टॉप, Shiv Jyoti Nagar","जीवकोना एंट्रेस बस स्टॉप, Shiv Jyoti Nagar, Tirupati, Andhra Pradesh 517507",070320 89053,,youtube.com,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,Samsung SmartPlaza - SV Korlagunta,"जीवकोना एंट्रेस बस स्टॉप, Shiv Jyoti Nagar","जीवकोना एंट्रेस बस स्टॉप, Shiv Jyoti Nagar, Tirupati, Andhra Pradesh 517507",070320 89053,,youtube.com,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,New Saravana Mobiles,"जीवकोना एंट्रेस बस स्टॉप, Shiv Jyoti Nagar","जीवकोना एंट्रेस बस स्टॉप, Shiv Jyoti Nagar, Tirupati, Andhra Pradesh 517507",070320 89053,,youtube.com,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,Juturu Digitals,"जीवकोना एंट्रेस बस स्टॉप, Shiv Jyoti Nagar","जीवकोना एंट्रेस बस स्टॉप, Shiv Jyoti Nagar, Tirupati, Andhra Pradesh 517507",070320 89053,,youtube.com,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,Bajaj Electronics - Srikalahasti,"Temple Road, Bahadur Pet","Temple Road, Bahadur Pet, Srikalahasti, Andhra Pradesh 517644",097010 34803,,,,Andhra Pradesh,India,,,,4.2,,,,,517644,,,,,
Electronics,Electronic Stores,Yerpedu,Samsung SmartPlaza - Gmr Agencies,"Ward No 3, D.No 3-680","Ward No 3, D.No 3-680, Survey No 227, Bazaar St, Srikalahasti, Andhra Pradesh 517644",070752 01790,,bajajelectronics.com,,Andhra Pradesh,India,,,,4,,,,,517644,,,,,
Electronics,Electronic Stores,Yerpedu,Sri Bhoolakshmi Traders,"Ward No 3, D.No 3-680","Ward No 3, D.No 3-680, Survey No 227, Bazaar St, Srikalahasti, Andhra Pradesh 517644",094938 58820,,bajajelectronics.com,,Andhra Pradesh,India,,,,4,,,,,517644,,,,,
Electronics,Electronic Stores,Yerpedu,Surya Electrical & Hard Ware,"MHVR+9XP, Yerpadu","MHVR+9XP, Yerpadu, Andhra Pradesh 517619",094938 58820,,,,Andhra Pradesh,India,,,,5,,,,,517619,,,,,
Electronics,Electronic Stores,Yerpedu,Raj Electricals,"Jitender Complex, Tirupati Road","Jitender Complex, Tirupati Road, Mangalam, Tirupati, Andhra Pradesh 517501",095736 84272,,,,Andhra Pradesh,India,,,,4.3,,,,,517501,,,,,
Electronics,Electronic Stores,Yerpedu,DEVI IT HUB,"Jitender Complex, Tirupati Road","Jitender Complex, Tirupati Road, Mangalam, Tirupati, Andhra Pradesh 517501",095736 84272,,,,Andhra Pradesh,India,,,,4.3,,,,,517501,,,,,
Electronics,Electronic Stores,Yerpedu,Chenchu sounds dts,"Jitender Complex, Tirupati Road","Jitender Complex, Tirupati Road, Mangalam, Tirupati, Andhra Pradesh 517501",095736 84272,,,,Andhra Pradesh,India,,,,4.3,,,,,517501,,,,,
Electronics,Electronic Stores,Yerpedu,Nethaji road,"238, Netaji Rd","238, Netaji Rd, Varadaraja Nagar, Tirupati, Andhra Pradesh 517501",,,,,Andhra Pradesh,India,,,,4.8,,,,,517501,,,,,
Electronics,Electronic Stores,Yerpedu,Varalakshmi electronic &car decor,"opp1st floor, maruti nexa showroom","opp1st floor, maruti nexa showroom, 11-38, Renigunta Rd, SV Auto Nagar, Tirupati, Andhra Pradesh 517507",094931 39491,,,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,Sravya Technologies,"opp1st floor, maruti nexa showroom","opp1st floor, maruti nexa showroom, 11-38, Renigunta Rd, SV Auto Nagar, Tirupati, Andhra Pradesh 517507",094931 39491,,,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,Yuva Computers Tirupathi,"opp1st floor, maruti nexa showroom","opp1st floor, maruti nexa showroom, 11-38, Renigunta Rd, SV Auto Nagar, Tirupati, Andhra Pradesh 517507",094931 39491,,,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,Raj Tilak Metal Mart,"opp1st floor, maruti nexa showroom","opp1st floor, maruti nexa showroom, 11-38, Renigunta Rd, SV Auto Nagar, Tirupati, Andhra Pradesh 517507",094931 39491,,,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,GMR HOME NEEDS,"opp1st floor, maruti nexa showroom","opp1st floor, maruti nexa showroom, 11-38, Renigunta Rd, SV Auto Nagar, Tirupati, Andhra Pradesh 517507",094931 39491,,,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,Vinod Electronics,"opp1st floor, maruti nexa showroom","opp1st floor, maruti nexa showroom, 11-38, Renigunta Rd, SV Auto Nagar, Tirupati, Andhra Pradesh 517507",094931 39491,,,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,HARIKRISHNA UMMADISETTY,"opp1st floor, maruti nexa showroom","opp1st floor, maruti nexa showroom, 11-38, Renigunta Rd, SV Auto Nagar, Tirupati, Andhra Pradesh 517507",094931 39491,,,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,Sri Krishna power tools,"opp1st floor, maruti nexa showroom","opp1st floor, maruti nexa showroom, 11-38, Renigunta Rd, SV Auto Nagar, Tirupati, Andhra Pradesh 517507",094931 39491,,,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,Karthikeyan Enterprises,"opp1st floor, maruti nexa showroom","opp1st floor, maruti nexa showroom, 11-38, Renigunta Rd, SV Auto Nagar, Tirupati, Andhra Pradesh 517507",094931 39491,,,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,B. V. R. Automobiles,"JGR7+QFH, Tirupati","JGR7+QFH, Tirupati, Andhra Pradesh 517520",094407 28879,,,,Andhra Pradesh,India,,,,4.8,,,,,517520,,,,,
Electronics,Electronic Stores,Yerpedu,anitha house,"JGR7+QFH, Tirupati","JGR7+QFH, Tirupati, Andhra Pradesh 517520",094407 28879,,,,Andhra Pradesh,India,,,,4.8,,,,,517520,,,,,
Electronics,Electronic Stores,Yerpedu,Sri Dhanakshmi Agency,"JGR7+QFH, Tirupati","JGR7+QFH, Tirupati, Andhra Pradesh 517520",094407 28879,,,,Andhra Pradesh,India,,,,4.8,,,,,517520,,,,,
Electronics,Electronic Stores,Yerpedu,J V Electronics and Mobiles,"JGR7+QFH, Tirupati","JGR7+QFH, Tirupati, Andhra Pradesh 517520",094407 28879,,,,Andhra Pradesh,India,,,,4.8,,,,,517520,,,,,
Electronics,Electronic Stores,Yerpedu,SVS CCTV Cameras Security Systems,"JGR7+QFH, Tirupati","JGR7+QFH, Tirupati, Andhra Pradesh 517520",094407 28879,,,,Andhra Pradesh,India,,,,4.8,,,,,517520,,,,,
Electronics,Electronic Stores,Yerpedu,Naaz Electronics,"Krishna Vani Yadav colony, 7-177","Krishna Vani Yadav colony, 7-177, NCB Colony, Mangalam, Tirupati, Andhra Pradesh 517507",088017 31235,,,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,CMR ELECTRICALS & HARDWARE,"Krishna Vani Yadav colony, 7-177","Krishna Vani Yadav colony, 7-177, NCB Colony, Mangalam, Tirupati, Andhra Pradesh 517507",088017 31235,,,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,"SA Electronics, Home needs & Gift Centre","Krishna Vani Yadav colony, 7-177","Krishna Vani Yadav colony, 7-177, NCB Colony, Mangalam, Tirupati, Andhra Pradesh 517507",088017 31235,,,,Andhra Pradesh,India,,,,5,,,,,517507,,,,,
Electronics,Electronic Stores,Yerpedu,Sri Balaji Electronics,"SH 66, Peddamandyam","SH 66, Peddamandyam, Andhra Pradesh 517297",,,,,Andhra Pradesh,India,,,,5,,,,,517297,,,,,
Electronics,Electronic Stores,Yerpedu,Srinivasa Electronics,"SH 66, Peddamandyam","SH 66, Peddamandyam, Andhra Pradesh 517297",,,,,Andhra Pradesh,India,,,,5,,,,,517297,,,,,
Electronics,Electronic Stores,Yerpedu,Samsung Experience Store - SD Connections - Hathiramji Nagar,"SH 66, Peddamandyam","SH 66, Peddamandyam, Andhra Pradesh 517297",,,,,Andhra Pradesh,India,,,,5,,,,,517297,,,,,
Electronics,Electronic Stores,Yerpedu,Sri Ram Enterprises Tafe Dealers,"SH 66, Peddamandyam","SH 66, Peddamandyam, Andhra Pradesh 517297",,,,,Andhra Pradesh,India,,,,5,,,,,517297,,,,,
Electronics,Electronic Stores,Yerpedu,Sree CC Camera Store,"SH 66, Peddamandyam","SH 66, Peddamandyam, Andhra Pradesh 517297",,,,,Andhra Pradesh,India,,,,5,,,,,517297,,,,,
Electronics,Electronic Stores,Yerpedu,JAYA ELECTRONICS,"SH 66, Peddamandyam","SH 66, Peddamandyam, Andhra Pradesh 517297",,,,,Andhra Pradesh,India,,,,5,,,,,517297,,,,,
Electronics,Electronic Stores,Yerpedu,Prince Electronics,"SH 66, Peddamandyam","SH 66, Peddamandyam, Andhra Pradesh 517297",,,,,Andhra Pradesh,India,,,,5,,,,,517297,,,,,
Electronics,Electronic Stores,Yerpedu,VINAYAKA ELECTRONIC SALES & SERVICE,"SH 66, Peddamandyam","SH 66, Peddamandyam, Andhra Pradesh 517297",,,,,Andhra Pradesh,India,,,,5,,,,,517297,,,,,
Electronics,Electronic Stores,Yerpedu,Lakshmi sounds,"Vadamalapeta, T.C.Agraharam","Vadamalapeta, T.C.Agraharam, Andhra Pradesh 517551",096663 18047,,,,Andhra Pradesh,India,,,,,,,,,517551,,,,,
Electronics,Electronic Stores,Yerpedu,R R Electricals,"Vadamalapeta, T.C.Agraharam","Vadamalapeta, T.C.Agraharam, Andhra Pradesh 517551",096663 18047,,,,Andhra Pradesh,India,,,,,,,,,517551,,,,,
Electronics,Electronic Stores,Yerpedu,PADMAVATHI STUDIO AND EVENTS,"Vadamalapeta, T.C.Agraharam","Vadamalapeta, T.C.Agraharam, Andhra Pradesh 517551",096663 18047,,,,Andhra Pradesh,India,,,,,,,,,517551,,,,,
Electronics,Electronic Stores,Yerpedu,Srirama Electronics,"16-1-200, M M Line","16-1-200, M M Line, Korramenugunta, Tirupati, Andhra Pradesh 517501",098663 69705,,,,Andhra Pradesh,India,,,,,,,,,517501,,,,,
gift store,gift store,Brahma Samudram,Vasundhara Printed Gifts and Novelties,"Ashok Nagar, Anantapur","Ashok Nagar, Anantapur, Andhra Pradesh 515001",090527 89765,,,,Andhra Pradesh,India,,,,4.6,,,,,515001,,,,,
gift store,gift store,Brahma Samudram,Subramanyeshwara Gifts and Home needs Mart,"Ashok Nagar, Anantapur","Ashok Nagar, Anantapur, Andhra Pradesh 515001",090527 89765,,,,Andhra Pradesh,India,,,,4.6,,,,,515001,,,,,
gift store,gift store,Brahma Samudram,Roopali Gift Shoppe,"13/74, Subash Rd","13/74, Subash Rd, opp. New Town Vegetable Market, Kamalanagar, Anantapur, Andhra Pradesh 515001",085542 22872,,,,Andhra Pradesh,India,,,,4.2,,,,,515001,,,,,
gift store,gift store,Brahma Samudram,Kuldevi Naganeshi Gifts,"13/74, Subash Rd","13/74, Subash Rd, opp. New Town Vegetable Market, Kamalanagar, Anantapur, Andhra Pradesh 515001",085542 22872,,,,Andhra Pradesh,India,,,,4.2,,,,,515001,,,,,
gift store,gift store,Brahma Samudram,GANESH Gifts & Novelties,"16/805, near Renuka Yelamma Temple Line","16/805, near Renuka Yelamma Temple Line, Umanagar, Old Town, Anantapur, Andhra Pradesh 515001",098499 02768,,,,Andhra Pradesh,India,,,,4.9,,,,,515001,,,,,
gift store,gift store,Brahma Samudram,ABgifts& Creations,"16/805, near Renuka Yelamma Temple Line","16/805, near Renuka Yelamma Temple Line, Umanagar, Old Town, Anantapur, Andhra Pradesh 515001",098499 02768,,,,Andhra Pradesh,India,,,,4.9,,,,,515001,,,,,
gift store,gift store,Brahma Samudram,Dhariwal Gift House,"BIG C LANE, Kamalanagar","BIG C LANE, Kamalanagar, Anantapur, Andhra Pradesh 515001",085542 40261,,,,Andhra Pradesh,India,,,,3.8,,,,,515001,,,,,
gift store,gift store,Brahma Samudram,Sreenivasa Gifts and Toys and Fancy,"BIG C LANE, Kamalanagar","BIG C LANE, Kamalanagar, Anantapur, Andhra Pradesh 515001",085542 40261,,,,Andhra Pradesh,India,,,,3.8,,,,,515001,,,,,
gift store,gift store,Brahma Samudram,"M A Gifts,sports,and home needs","BIG C LANE, Kamalanagar","BIG C LANE, Kamalanagar, Anantapur, Andhra Pradesh 515001",085542 40261,,,,Andhra Pradesh,India,,,,3.8,,,,,515001,,,,,
gift store,gift store,Brahma Samudram,Hm .Gift articles sports wear & Home needs,"Sri Ramnagar, Netaji nagar","Sri Ramnagar, Netaji nagar, Atmakur, Andhra Pradesh 518422",074996 35278,,,,Andhra Pradesh,India,,,,5,,,,,518422,,,,,
gift store,gift store,Brahma Samudram,A S Gifts,"DCMS Rd, beside Dhariwal Gift house","DCMS Rd, beside Dhariwal Gift house, opposite Raghavendra swamy temple, Kamalanagar, Anantapur, Andhra Pradesh 515001",090304 24860,,g.page,,Andhra Pradesh,India,,,,5,,,,,515001,,,,,
gift store,gift store,Brahma Samudram,Sri Ramdev Gift & Novelty,"DCMS Rd, beside Dhariwal Gift house","DCMS Rd, beside Dhariwal Gift house, opposite Raghavendra swamy temple, Kamalanagar, Anantapur, Andhra Pradesh 515001",090304 24860,,g.page,,Andhra Pradesh,India,,,,5,,,,,515001,,,,,
gift store,gift store,Brahma Samudram,Bhagyamma general store,"DCMS Rd, beside Dhariwal Gift house","DCMS Rd, beside Dhariwal Gift house, opposite Raghavendra swamy temple, Kamalanagar, Anantapur, Andhra Pradesh 515001",090304 24860,,g.page,,Andhra Pradesh,India,,,,5,,,,,515001,,,,,
gift store,gift store,Brahma Samudram,Shine Party Shop & Gift Shop,"Door no : Shop, Kollapuramma Temple","Door no : Shop, Kollapuramma Temple, 1, Hindupur Road, Jaynagar, Kalyanadurg, Kalyandurg, Andhra Pradesh 515761",,,sites.google.com,,Andhra Pradesh,India,,,,5,,,,,515761,,,,,
gift store,gift store,Brahma Samudram,Rafia fancy store,"Door no : Shop, Kollapuramma Temple","Door no : Shop, Kollapuramma Temple, 1, Hindupur Road, Jaynagar, Kalyanadurg, Kalyandurg, Andhra Pradesh 515761",,,sites.google.com,,Andhra Pradesh,India,,,,5,,,,,515761,,,,,
gift store,gift store,Brahma Samudram,Kousalya gifts & toys,"Eddulapalli Rd, opp. Ambedkar statue","Eddulapalli Rd, opp. Ambedkar statue, Pamidi, Andhra Pradesh 515775",086866 80360,,,,Andhra Pradesh,India,,,,,,,,,515775,,,,,
gift store,gift store,Brahma Samudram,Jain Paradise - Best Gift Shop in Visakhapatnam,"Eddulapalli Rd, opp. Ambedkar statue","Eddulapalli Rd, opp. Ambedkar statue, Pamidi, Andhra Pradesh 515775",086866 80360,,,,Andhra Pradesh,India,,,,,,,,,515775,,,,,
gift store,gift store,Brahma Samudram,Guntur Gifts,"Eddulapalli Rd, opp. Ambedkar statue","Eddulapalli Rd, opp. Ambedkar statue, Pamidi, Andhra Pradesh 515775",086866 80360,,,,Andhra Pradesh,India,,,,,,,,,515775,,,,,
gift store,gift store,Brahma Samudram,Vinayaka Customized gifts,"28/2/791, Navodaya Colony","28/2/791, Navodaya Colony, Anantapur, Andhra Pradesh 515001",,,,,Andhra Pradesh,India,,,,3.8,,,,,515001,,,,,
gift store,gift store,Brahma Samudram,NSGB BOBY'S,"28/2/791, Navodaya Colony","28/2/791, Navodaya Colony, Anantapur, Andhra Pradesh 515001",,,,,Andhra Pradesh,India,,,,3.8,,,,,515001,,,,,
gift store,gift store,Brahma Samudram,Fancy Store,"Vadda Banda Veed, 10B-22-1","Vadda Banda Veed, 10B-22-1, Hindu Puram Rd, Kavelamma Devasthanam Area, Indiramma Colony, Anantapur, Kalyandurg, Andhra Pradesh 515761",,,,,Andhra Pradesh,India,,,,,,,,,515761,,,,,
gift store,gift store,Brahma Samudram,Pooja Gift & Novelty,"Vadda Banda Veed, 10B-22-1","Vadda Banda Veed, 10B-22-1, Hindu Puram Rd, Kavelamma Devasthanam Area, Indiramma Colony, Anantapur, Kalyandurg, Andhra Pradesh 515761",,,,,Andhra Pradesh,India,,,,,,,,,515761,,,,,
gift store,gift store,Brahma Samudram,Sri Renuka fancy Store,"Old, Post Office Circle","Old, Post Office Circle, opposite vishweshwara medicals, Kambadur, Andhra Pradesh 515765",,,,,Andhra Pradesh,India,,,,5,,,,,515765,,,,,
gift store,gift store,Brahma Samudram,SS Fancy Store,"Old, Post Office Circle","Old, Post Office Circle, opposite vishweshwara medicals, Kambadur, Andhra Pradesh 515765",,,,,Andhra Pradesh,India,,,,5,,,,,515765,,,,,
gift store,gift store,Brahma Samudram,Buvaneshwari Devi Bangile Store,"9922+C6R, Peruru Rd","9922+C6R, Peruru Rd, Peruru, Andhra Pradesh 515621",,,,,Andhra Pradesh,India,,,,,,,,,515621,,,,,
gift store,gift store,Brahma Samudram,Anjari Gift corner,"PV22+628, Nesepet","PV22+628, Nesepet, Rayadurgam, Andhra Pradesh 515865",,,,,Andhra Pradesh,India,,,,,,,,,515865,,,,,
gift store,gift store,Brahma Samudram,SRI JAYALAKSHMI FANCY STORES,"PV22+628, Nesepet","PV22+628, Nesepet, Rayadurgam, Andhra Pradesh 515865",,,,,Andhra Pradesh,India,,,,,,,,,515865,,,,,
gift store,gift store,Brahma Samudram,Vasavi collections,"PV22+628, Nesepet","PV22+628, Nesepet, Rayadurgam, Andhra Pradesh 515865",,,,,Andhra Pradesh,India,,,,,,,,,515865,,,,,
gift store,gift store,Brahma Samudram,Sundaram fancy & gift,"Lakkavvanahalli Road, Hiriyur","Lakkavvanahalli Road, Hiriyur, Karnataka 577598",074116 44391,,,,Andhra Pradesh,India,,,,4.9,,,,,577598,,,,,
gift store,gift store,Brahma Samudram,Laxmi Venkateshwara Bangile Store,"Lakkavvanahalli Road, Hiriyur","Lakkavvanahalli Road, Hiriyur, Karnataka 577598",074116 44391,,,,Andhra Pradesh,India,,,,4.9,,,,,577598,,,,,
gift store,gift store,Brahma Samudram,Sai Divya Fancy & Gifts,"D No: 16, 19-120","D No: 16, 19-120, Main Road, beside Lalitha College of Nursing, Christian Pet, Old Guntur, Guntur, Andhra Pradesh 522001",091003 01533,,,,Andhra Pradesh,India,,,,3.9,,,,,522001,,,,,
gift store,gift store,Brahma Samudram,Indian Fancy store,"Tahasildar Road Gold street, Rayadurgam","Tahasildar Road Gold street, Rayadurgam, Andhra Pradesh 515865",081518 86559,,,,Andhra Pradesh,India,,,,4.8,,,,,515865,,,,,
gift store,gift store,Brahma Samudram,Craft Mantra,"Tahasildar Road Gold street, Rayadurgam","Tahasildar Road Gold street, Rayadurgam, Andhra Pradesh 515865",081518 86559,,,,Andhra Pradesh,India,,,,4.8,,,,,515865,,,,,
gift store,gift store,Brahma Samudram,HARINI STATIONERY & GIFT CENTRE,"H R Road, opp. Govt Hospital","H R Road, opp. Govt Hospital, Molakalmuru, Karnataka 577535",,,,,Andhra Pradesh,India,,,,,,,,,577535,,,,,
gift store,gift store,Brahma Samudram,Arjun Gifts & Watches,"H R Road, opp. Govt Hospital","H R Road, opp. Govt Hospital, Molakalmuru, Karnataka 577535",,,,,Andhra Pradesh,India,,,,,,,,,577535,,,,,
gift store,gift store,Brahma Samudram,SWARNA MANDIR,"Kalyandurg, Andhra Pradesh 515761","Kalyandurg, Andhra Pradesh 515761",085199 77916,,,,Andhra Pradesh,India,,,,5,,,,,515761,,,,,
gift store,gift store,Brahma Samudram,SRI BALAJI REGHJIN WORKS,"Kalyandurg, Andhra Pradesh 515761","Kalyandurg, Andhra Pradesh 515761",085199 77916,,,,Andhra Pradesh,India,,,,5,,,,,515761,,,,,
gift store,gift store,Brahma Samudram,Studio Shop,"Atp, Andhra Pradesh 515001","Atp, Andhra Pradesh 515001",077020 24120,,,,Andhra Pradesh,India,,,,5,,,,,515001,,,,,
Shopping,gift store,Brahma Samudram,Bhanu gift world,"Atp, Andhra Pradesh 515001","Atp, Andhra Pradesh 515001",077020 24120,,,,Andhra Pradesh,India,,,,5,,,,,515001,,,,,
Shopping,gift store,Brahma Samudram,ALLI THARUN,"Atp, Andhra Pradesh 515001","Atp, Andhra Pradesh 515001",077020 24120,,,,Andhra Pradesh,India,,,,5,,,,,515001,,,,,
Shopping,gift store,Brahma Samudram,Souvenir Shop,"39G9+2Q, Sarika","39G9+2Q, Sarika, Andhra Pradesh 535004",,,,,Andhra Pradesh,India,,,,3.5,,,,,535004,,,,,
Shopping,gift store,Brahma Samudram,Ramesh Photo Prem Works,"39G9+2Q, Sarika","39G9+2Q, Sarika, Andhra Pradesh 535004",,,,,Andhra Pradesh,India,,,,3.5,,,,,535004,,,,,
