category,sub_category,city,name,area,address,phone_no_1,phone_no_2,source,ratings,state,country,email,latitude,longitude,reviews,facebook_url,linkedin_url,twitter_url,description,pincode,virtual_phone_no,whatsapp_no,phone_no_3,avg_spent,cost_for_two
Shopping,mobile store,Koilkuntla,Fayaz mobile,"1/12, near Chowdamma Temple","1/12, near Chowdamma Temple, Santhapeta, Koilkuntla, Andhra Pradesh 518112",,,,,Andhra Pradesh,India,,,,,,,,,518112,,,,,
Shopping,mobile store,Kothapeta Taluk,Lakshmi Srinivasa Mobiles,"Main Road, near RDO office","Main Road, near RDO office, beside bakery, Kothapeta, Vadapalem, Kothapeta, Andhra Pradesh 533223",090109 19169,,,,Andhra Pradesh,India,,,,5,,,,,533223,,,,,
Shopping,mobile store,Kothapeta Taluk,Ratnam mobiles,"Kothapeta, Andhra Pradesh 533223","Kothapeta, Andhra Pradesh 533223",,,,,Andhra Pradesh,India,,,,5,,,,,533223,,,,,
Shopping,mobile store,Kothapeta Taluk,JANI CELL POINT,"Sanakkayala Factory Rd, behind ranga bomma","Sanakkayala Factory Rd, behind ranga bomma, Kothapeta, Guntur, Andhra Pradesh 522001",099666 66339,,,,Andhra Pradesh,India,,,,4.9,,,,,522001,,,,,
Shopping,mobile store,Kothapeta Taluk,Ram Mobiles,"PV7W+PF5, Kothapeta","PV7W+PF5, Kothapeta, Andhra Pradesh 533223",,,,,Andhra Pradesh,India,,,,,,,,,533223,,,,,
Shopping,mobile store,Kothapeta Taluk,Sai Durga Mobiles,"PV8W+CP8, Panchayati Rd","PV8W+CP8, Panchayati Rd, Kothapeta, Andhra Pradesh 533223",,,,,Andhra Pradesh,India,,,,,,,,,533223,,,,,
Shopping,mobile store,Kotturu Mandal,Amma Mobiles,"QVHH+C3F, Kotturu","QVHH+C3F, Kotturu, Andhra Pradesh 532455",,,,,Andhra Pradesh,India,,,,4.5,,,,,532455,,,,,
Shopping,mobile store,Kotturu Mandal,A1 Mobiles,"Nethaji Nagar Last Rd, Nethaji Nagar Colony","Nethaji Nagar Last Rd, Nethaji Nagar Colony, Kotturu, Andhra Pradesh 532455",,,,,Andhra Pradesh,India,,,,4,,,,,532455,,,,,
Shopping,mobile store,Kotturu Mandal,Kishore Cell Point,"Beside police station, Kotturu","Beside police station, Kotturu, Andhra Pradesh 532455",,,,,Andhra Pradesh,India,,,,5,,,,,532455,,,,,
Shopping,mobile store,Kotturu Mandal,JSM MOBILE'S,"74, Andhra Pradesh 532001","74, Andhra Pradesh 532001",093948 36446,,,,Andhra Pradesh,India,,,,,,,,,532001,,,,,
Shopping,mobile store,Nallajarlamandalam,Mobile Hut,"Bus Stop, Eluru","Bus Stop, Eluru, GNT Road, Nallajerla, Andhra Pradesh 534112",094418 24365,,,,Andhra Pradesh,India,,,,3.9,,,,,534112,,,,,
Shopping,mobile store,Nallajarlamandalam,Harsha mobiles,"WCX5+RQ7, Nallajerla","WCX5+RQ7, Nallajerla, Andhra Pradesh 534112",,,,,Andhra Pradesh,India,,,,4.8,,,,,534112,,,,,
Shopping,mobile store,Nallajarlamandalam,NK MOBILES,"GNT Road, Nallajerla","GNT Road, Nallajerla, Andhra Pradesh 534112",,,,,Andhra Pradesh,India,,,,,,,,,534112,,,,,
Shopping,mobile store,Nallajarlamandalam,Selfie Mobiles Nallajela,"1-37-3/3 near, opposite Apollo Pharmacy","1-37-3/3 near, opposite Apollo Pharmacy, Nallajerla, Andhra Pradesh 534112",090102 84448,,,,Andhra Pradesh,India,,,,,,,,,534112,,,,,
Shopping,mobile store,Nallajarlamandalam,SRI SAI DURGA AGENCY CELL WORLD,"Opp: Old petrol bunk,main road","Opp: Old petrol bunk,main road, NTR Colony, Nallajerla, Andhra Pradesh 534112",,,,,Andhra Pradesh,India,,,,3.7,,,,,534112,,,,,
Shopping,mobile store,Nindra,DJ. Kerana shop,"9PM3+5XR, Nindra","9PM3+5XR, Nindra, Andhra Pradesh 517591",,,,,Andhra Pradesh,India,,,,5,,,,,517591,,,,,
Shopping,mobile store,Nindra,CELL 9 Mobile Store Church Street 1 - Best Mobile Store in Chittoor,"18-910, Church St","18-910, Church St, Mittoor, Chittoor, Andhra Pradesh 517001",090141 11188,,,,Andhra Pradesh,India,,,,4.7,,,,,517001,,,,,
Shopping,mobile store,Nindra,J.N.MOBILE SHOP,"5HVC+JJM, Gandrajupalle","5HVC+JJM, Gandrajupalle, Andhra Pradesh 517432",,,,,Andhra Pradesh,India,,,,5,,,,,517432,,,,,
Shopping,mobile store,Nindra,Friends Mobiles,"2-137/1, Nagapalyam","2-137/1, Nagapalyam, Vidya Nagar, Punganur, Andhra Pradesh 517247",098493 60925,,,,Andhra Pradesh,India,,,,4.9,,,,,517247,,,,,
Shopping,mobile store,Nindra,CELL9 MOBILE STORE,"18-936, HIGH ROAD","18-936, HIGH ROAD, Thotapalyam, Chittoor, Andhra Pradesh 517001",090141 11188,,,,Andhra Pradesh,India,,,,4.9,,,,,517001,,,,,
Shopping,mobile store,Nindra,Indian Watch and Mobiles,"18-294, opp. Old Busstand High Road","18-294, opp. Old Busstand High Road, Mittoor, Chittoor, Andhra Pradesh 517001",098854 18093,,,,Andhra Pradesh,India,,,,4.7,,,,,517001,,,,,
Shopping,mobile store,Nindra,Srinivasa mobile world,"Thotapalyam, Chittoor","Thotapalyam, Chittoor, Andhra Pradesh 517001",099597 22006,,,,Andhra Pradesh,India,,,,4.4,,,,,517001,,,,,
Shopping,mobile store,Nindra,BNew mobiles & Electronics Store,"14th ward, 14/159/1","14th ward, 14/159/1, CTM Rd, Rama Gopal Naidu Colony, Madanapalle, Andhra Pradesh 517325",077997 71021,,bnewmobiles.com,,Andhra Pradesh,India,,,,4.9,,,,,517325,,,,,
Shopping,mobile store,Nindra,Sangeetha Gadgets - Palamaner,"No 17/183/1, Javali Street","No 17/183/1, Javali Street, opposite V V Mahal Theater, Palamaner, Andhra Pradesh 517408",080 4874 0466,,stores.sangeethamobiles.com,,Andhra Pradesh,India,,,,4.9,,,,,517408,,,,,
Shopping,mobile store,Nindra,Pai Mobiles,"SHOP NO.12, 15","SHOP NO.12, 15, JAVALI STREET, Rangapuram, Palamaner, Andhra Pradesh 517408",096069 79365,,paiinternational.in,,Andhra Pradesh,India,,,,4.9,,,,,517408,,,,,
Shopping,mobile store,Nindra,Sri Siva Shakthi Mobiles,"34, 1192","34, 1192, near Sathyamma koil, Murukambattu, Andhra Pradesh 517127",097033 00614,,,,Andhra Pradesh,India,,,,4.9,,,,,517127,,,,,
Shopping,mobile store,Nindra,Sangeetha Gadgets - Chittoor,"MBR Complex, No 10/402","MBR Complex, No 10/402, Doraiswamy Iyengar Rd, Thotapalyam, Chittoor, Andhra Pradesh 517001",080 4874 0449,,stores.sangeethamobiles.com,,Andhra Pradesh,India,,,,4.4,,,,,517001,,,,,
Shopping,mobile store,Nindra,Big B Mobiles,"High Road, Thotapalyam","High Road, Thotapalyam, Chittoor, Andhra Pradesh 517001",097159 59786,,,,Andhra Pradesh,India,,,,4.5,,,,,517001,,,,,
Shopping,mobile store,Nindra,ADN MOBILES,"Sri City, Andhra Pradesh 517646","Sri City, Andhra Pradesh 517646",,,,,Andhra Pradesh,India,,,,5,,,,,517646,,,,,
Shopping,mobile store,Nindra,SRI KUMAR MOBILES,"Nindra, Andhra Pradesh 517591","Nindra, Andhra Pradesh 517591",,,,,Andhra Pradesh,India,,,,,,,,,517591,,,,,
Shopping,mobile store,Pedana,Hai mobiles,"main road, Pedana","main road, Pedana, Andhra Pradesh 521366",089777 68131,,,,Andhra Pradesh,India,,,,4.2,,,,,521366,,,,,
Shopping,mobile store,Pedana,Sri Ganesh mobile's,"Bantumilli Rd, Pedana","Bantumilli Rd, Pedana, Andhra Pradesh 521366",096188 14457,,youtube.com,,Andhra Pradesh,India,,,,5,,,,,521366,,,,,
Shopping,mobile store,Pedana,Siri Mobiles,"Opp : Bangla School, Main Road","Opp : Bangla School, Main Road, Pedana, Machilipatnam, Andhra Pradesh 521366",094929 39546,,,,Andhra Pradesh,India,,,,5,,,,,521366,,,,,
Shopping,mobile store,Pedana,Smart Mobiles,"Bantumilli Rd, Pedana","Bantumilli Rd, Pedana, Andhra Pradesh 521366",089777 33990,,,,Andhra Pradesh,India,,,,5,,,,,521366,,,,,
Shopping,mobile store,Pedana,Lakshmi Mobiles Sales & Services,"Shop No : 16, Mahatma Gandhi Complex","Shop No : 16, Mahatma Gandhi Complex, Municipal Office, opp. :, Pedana, Machilipatnam, Andhra Pradesh 521366",098485 23494,,,,Andhra Pradesh,India,,,,4.1,,,,,521366,,,,,
Shopping,mobile store,Pedana,Devi cell point pedana,"anupama medicals, opp. taxi stand","anupama medicals, opp. taxi stand, near Pedana, Pedana, Andhra Pradesh 521366",,,,,Andhra Pradesh,India,,,,,,,,,521366,,,,,
Shopping,mobile store,Pedana,Ramaraju mobiles,"1-150, 1-290-10","1-150, 1-290-10, Pedana, Andhra Pradesh 521366",088851 45685,,,,Andhra Pradesh,India,,,,,,,,,521366,,,,,
Shopping,mobile store,Pedana,Seetharama mobiles,"Shopnumber1 Kothapeta, Guduru - Pedana Rd","Shopnumber1 Kothapeta, Guduru - Pedana Rd, near Railway Gate, Kothapet, Pedana, Andhra Pradesh 521366",089196 61158,,,,Andhra Pradesh,India,,,,5,,,,,521366,,,,,
Shopping,mobile store,Pedana,SIVA MOBILES,"Shop Number 1, Mahathma Gadhi Complex","Shop Number 1, Mahathma Gadhi Complex, Pedana, Andhra Pradesh 521366",099631 31513,,,,Andhra Pradesh,India,,,,1,,,,,521366,,,,,
Shopping,mobile store,Pedana,Friends mobiles sales & service,"745X+9P8, NH 216","745X+9P8, NH 216, Pedana, Andhra Pradesh 521366",,,,,Andhra Pradesh,India,,,,5,,,,,521366,,,,,
Shopping,mobile store,Pedana,SVR MOBILES,"Guduru - Pedana Rd, Pedana","Guduru - Pedana Rd, Pedana, Andhra Pradesh 521366",098488 13878,,,,Andhra Pradesh,India,,,,4.3,,,,,521366,,,,,
Shopping,mobile store,Pedana,FRIENDS MOBILES,"Shop Number 2, MIAN ROAD","Shop Number 2, MIAN ROAD, Pedana, Andhra Pradesh 521366",098493 92431,,,,Andhra Pradesh,India,,,,5,,,,,521366,,,,,
Shopping,mobile store,Pedana,ANITHA MOBILES,"Municipal Complex, 743W 68H","Municipal Complex, 743W 68H, near Bus Stand, Pedana, Andhra Pradesh 521366",099899 11310,,,,Andhra Pradesh,India,,,,5,,,,,521366,,,,,
Shopping,mobile store,Pedaparupudi,Wham Mobiles,"CXPV+75Q, Satyanarayana Puram","CXPV+75Q, Satyanarayana Puram, Gudivada, Andhra Pradesh 521301",,,,,Andhra Pradesh,India,,,,4.9,,,,,521301,,,,,
Shopping,mobile store,Pedaparupudi,Nagarjuna Mobiles,"CXPV+J3V Nagarjuna Mobiles, Rk complex","CXPV+J3V Nagarjuna Mobiles, Rk complex, Eluru Rd, Satyanarayana Puram, Gudivada, Andhra Pradesh 521301",095501 11314,,,,Andhra Pradesh,India,,,,3.9,,,,,521301,,,,,
Shopping,mobile store,Pedaparupudi,poornima mobiles,"7W48+F5J, Vijayawada Rd","7W48+F5J, Vijayawada Rd, opposite check post, Pedapudi, Kuchipudi, Andhra Pradesh 521136",,,,,Andhra Pradesh,India,,,,5,,,,,521136,,,,,
Shopping,mobile store,Pedaparupudi,SK mobiles,"Main road station center, Penugchiprolu","Main road station center, Penugchiprolu, Penuganchiprolu, Andhra Pradesh 521190",083400 96695,,,,Andhra Pradesh,India,,,,4.8,,,,,521190,,,,,
Shopping,mobile store,Pedaparupudi,Krishna Mobile's,"Main road, beside Tammireddy hospital","Main road, beside Tammireddy hospital, G.Mamidada, Andhra Pradesh 533344",,,,,Andhra Pradesh,India,,,,4.6,,,,,533344,,,,,
Shopping,mobile store,Pedaparupudi,prasanth mobiles,"8XF6+QFV gaffar center, Thota","8XF6+QFV gaffar center, Thota, Pamarru, Andhra Pradesh 521157",,,,,Andhra Pradesh,India,,,,5,,,,,521157,,,,,
Shopping,mobile store,Pedaparupudi,Cell Point,"D No 9-204,Opp: Andhra Bank","D No 9-204,Opp: Andhra Bank, Eluru Rd, Gudivada, Andhra Pradesh 521301",092463 76888,,cellpoint.biz,,Andhra Pradesh,India,,,,4.7,,,,,521301,,,,,
Shopping,mobile store,Pedaparupudi,Navatej Mobiles & Electronics,"Pamaru road, opposite karimulla dresses","Pamaru road, opposite karimulla dresses, Padapudi, Pedapudi, Kuchipudi, Andhra Pradesh 521136",,,,,Andhra Pradesh,India,,,,,,,,,521136,,,,,
Shopping,mobile store,Pedaparupudi,Gkn Mobiles Shop,"Penuganchiprolu Rd, Penuganchiprolu","Penuganchiprolu Rd, Penuganchiprolu, Andhra Pradesh 521190",083176 16421,,,,Andhra Pradesh,India,,,,5,,,,,521190,,,,,
Shopping,mobile store,Pedaparupudi,Anand mobile shop,"Pedaogirala, Vuyyuru","Pedaogirala, Vuyyuru, Andhra Pradesh 521245",063027 62593,,,,Andhra Pradesh,India,,,,,,,,,521245,,,,,
Shopping,mobile store,Pedaparupudi,Suresh Mobile Plaza,"65JR+3JV, Prathipadu","65JR+3JV, Prathipadu, Andhra Pradesh 533432",,,,,Andhra Pradesh,India,,,,4.2,,,,,533432,,,,,
Shopping,mobile store,Pedaparupudi,J.N.MOBILE SHOP,"5HVC+JJM, Gandrajupalle","5HVC+JJM, Gandrajupalle, Andhra Pradesh 517432",,,,,Andhra Pradesh,India,,,,5,,,,,517432,,,,,
Shopping,mobile store,Pedaparupudi,"PM mobiles, gifts and internet","F3G4+3 mango nagar, damalacheruvu","F3G4+3 mango nagar, damalacheruvu,pakala mandal",,,,,Andhra Pradesh,India,,,,5,,,,,,,,,,
Shopping,mobile store,Pedaparupudi,Gaffar Cell Point,"#22-137, Main Road","#22-137, Main Road, Pamarru, Vijayawada, Andhra Pradesh 521157",093917 86999,,,,Andhra Pradesh,India,,,,4.3,,,,,521157,,,,,
Shopping,mobile store,Pedaparupudi,suresh mobiles and gifts shop,"opp. high school, Gadarada","opp. high school, Gadarada, Andhra Pradesh 533289",098662 01893,,,,Andhra Pradesh,India,,,,,,,,,533289,,,,,
Shopping,mobile store,Pedaparupudi,M Store,"Eluru Rd, Near Vijaya Talkies","Eluru Rd, Near Vijaya Talkies, Durga Agraharam, Arundalpet, Governor Peta, Vijayawada, Andhra Pradesh 520002",092489 48989,,,,Andhra Pradesh,India,,,,3.7,,,,,520002,,,,,
Shopping,mobile store,Pedaparupudi,Smart Mobile,"Lalitha Complex, 28-1-12A","Lalitha Complex, 28-1-12A, Eluru Rd, Near Besant Road, Opposite Raj Towers, Arundalpet, Governor Peta, Vijayawada, Andhra Pradesh 520002",,,smartmobile.info,,Andhra Pradesh,India,,,,4.7,,,,,520002,,,,,
Shopping,mobile store,Pedaparupudi,Mi store Kankipadu,"Gudivada road Kankipadu 14-112, Andhra Pradesh 521151","Gudivada road Kankipadu 14-112, Andhra Pradesh 521151",090148 39519,,,,Andhra Pradesh,India,,,,3.7,,,,,521151,,,,,
Shopping,mobile store,Pedaparupudi,Ashik Mobiles,"NEAR VENKATESWARA SWAMI TEMPLE SATYASAI COMPLEX, Peddapuram","NEAR VENKATESWARA SWAMI TEMPLE SATYASAI COMPLEX, Peddapuram, Andhra Pradesh 533437",090141 44143,,,,Andhra Pradesh,India,,,,4.4,,,,,533437,,,,,
Shopping,mobile store,Pedaparupudi,KRISHNA MOBILES,"Thimmapuram, Pedha Gumuluru","Thimmapuram, Pedha Gumuluru, Andhra Pradesh 531083",098496 27626,,,,Andhra Pradesh,India,,,,3.8,,,,,531083,,,,,
Shopping,mobile store,Pedaparupudi,Mi store Kankipadu,"Gudivada road Kankipadu 14-112, Andhra Pradesh 521151","Gudivada road Kankipadu 14-112, Andhra Pradesh 521151",090148 39519,,,,Andhra Pradesh,India,,,,3.7,,,,,521151,,,,,
Shopping,mobile store,Pedaparupudi,Ashik Mobiles,"NEAR VENKATESWARA SWAMI TEMPLE SATYASAI COMPLEX, Peddapuram","NEAR VENKATESWARA SWAMI TEMPLE SATYASAI COMPLEX, Peddapuram, Andhra Pradesh 533437",090141 44143,,,,Andhra Pradesh,India,,,,4.4,,,,,533437,,,,,
Shopping,mobile store,Pedaparupudi,SWETHA MOBILE SHOPPE....,"Palnadu Rd, beside Government Hospital","Palnadu Rd, beside Government Hospital, Ameensaheb Palem, Arundelpet, Narasaraopeta, Andhra Pradesh 522601",,,,,Andhra Pradesh,India,,,,4.4,,,,,522601,,,,,
Shopping,mobile store,Pedaparupudi,Amma Mobile's,"3-174, 3-176","3-174, 3-176, Gudlavalleru, Andhra Pradesh 521356",,,,,Andhra Pradesh,India,,,,1,,,,,521356,,,,,
Shopping,mobile store,Pedaparupudi,Mobile shop,"3-174, 3-176","3-174, 3-176, Gudlavalleru, Andhra Pradesh 521356",,,,,Andhra Pradesh,India,,,,1,,,,,521356,,,,,
Shopping,mobile store,Pedaparupudi,Mailapalli.pydiraju,"4M3Q+4G9, Narayana Gajapathi Rajapuram Rd","4M3Q+4G9, Narayana Gajapathi Rajapuram Rd, Narayanagajapathirajapuram, Mentada, Andhra Pradesh 532409",,,,,Andhra Pradesh,India,,,,5,,,,,532409,,,,,
Shopping,mobile store,Pedaparupudi,BISMI PLAZA (MOBILES),"4M3Q+4G9, Narayana Gajapathi Rajapuram Rd","4M3Q+4G9, Narayana Gajapathi Rajapuram Rd, Narayanagajapathirajapuram, Mentada, Andhra Pradesh 532409",,,,,Andhra Pradesh,India,,,,5,,,,,532409,,,,,
Shopping,mobile store,Pedaparupudi,Suresh cell point,"7W39+M66, Satyasaicomplex","7W39+M66, Satyasaicomplex, Kuchipudi, Andhra Pradesh 521136",,,,,Andhra Pradesh,India,,,,4,,,,,521136,,,,,
Shopping,mobile store,Pellakur,SREEVARI MOBILES,"SREEVARI MOBILES,OPP Off R.V.M High School","SREEVARI MOBILES,OPP Off R.V.M High School , Raja Street, VENKATAGIRI SPSR, Venkatagiri, Andhra Pradesh 524132",098850 98491,,,,Andhra Pradesh,India,,,,4.8,,,,,524132,,,,,
Shopping,mobile store,Pellakur,Sangeetha Gadgets - Naidupet-2 (WIPL),"SREEVARI MOBILES,OPP Off R.V.M High School","SREEVARI MOBILES,OPP Off R.V.M High School , Raja Street, VENKATAGIRI SPSR, Venkatagiri, Andhra Pradesh 524132",098850 98491,,,,Andhra Pradesh,India,,,,4.8,,,,,524132,,,,,
Shopping,mobile store,Pellakur,AKSHARA SHRI'S MOBILE WORLD,"Daycus road, beside apolo pharmacy","Daycus road, beside apolo pharmacy, NCC Colony, Vengalrao Nagar, Nellore, Andhra Pradesh 524004",,,,,Andhra Pradesh,India,,,,4.9,,,,,524004,,,,,
Shopping,mobile store,Pellakur,Balaji Mobiles,"Door No.3, Revenue ward","Door No.3, Revenue ward, 4-186, Darga Rd, Naidupeta, L.A.Sagaram, Andhra Pradesh 524126",079979 93403,,,,Andhra Pradesh,India,,,,4.8,,,,,524126,,,,,
Shopping,mobile store,Pellakur,A1 Mobile Plaza,"Darga Rd, Naidupeta","Darga Rd, Naidupeta, L.A.Sagaram, Andhra Pradesh 524126",063004 41144,,,,Andhra Pradesh,India,,,,4.5,,,,,524126,,,,,
Shopping,mobile store,Pellakur,Janatha Mobiles,"1, Naidupeta - Venkatagiri Rd","1, Naidupeta - Venkatagiri Rd, Ramakrishnapuram, Naidupeta, L.A.Sagaram, Andhra Pradesh 524126",094903 64656,,,,Andhra Pradesh,India,,,,4.2,,,,,524126,,,,,
Shopping,mobile store,Pellakur,sathya sai mobiles,"main road muthukuru , muthukuru","main road muthukuru , muthukuru ,nellore muthukuru, Andhra Pradesh 524344",070131 49544,,,,Andhra Pradesh,India,,,,3.5,,,,,524344,,,,,
Shopping,mobile store,Pellakur,MANU MOBILE'S,"main road muthukuru , muthukuru","main road muthukuru , muthukuru ,nellore muthukuru, Andhra Pradesh 524344",070131 49544,,,,Andhra Pradesh,India,,,,3.5,,,,,524344,,,,,
Shopping,mobile store,Pellakur,Royal Mobiles,"524002, 27/1/1122","524002, 27/1/1122, Muthukur Rd, Aditya Nagar, Ramalinga Puram, Nellore, Andhra Pradesh 524002",099661 04778,,,,Andhra Pradesh,India,,,,3.9,,,,,524002,,,,,
Shopping,mobile store,Pellakur,Sangeetha - Venkatagiri,"#16/203, Raja Veedhi","#16/203, Raja Veedhi, Venkatagiri, Andhra Pradesh 524132",090108 40666,,sangeethamobiles.com,,Andhra Pradesh,India,,,,4.8,,,,,524132,,,,,
Shopping,mobile store,Pellakur,Surya Mobiles,"3/26, Lakshmi Sai Nagar","3/26, Lakshmi Sai Nagar, Stonehouse Pet, Nellore, Andhra Pradesh 524002",,,,,Andhra Pradesh,India,,,,4.6,,,,,524002,,,,,
Shopping,mobile store,Pellakur,Sangeetha Gadgets - Nellore (Vedayapalem),"No D, 26/3/2055","No D, 26/3/2055, 11th Cross Rd, Savithri Nagar, Vedayapalem, Nellore, Andhra Pradesh 524004",080 4101 7585,,stores.sangeethamobiles.com,,Andhra Pradesh,India,,,,4.7,,,,,524004,,,,,
Shopping,mobile store,Pellakur,Siva Sai Mobiles,"Mainroad, Podalakur","Mainroad, Podalakur, Andhra Pradesh 524345",085005 53040,,,,Andhra Pradesh,India,,,,5,,,,,524345,,,,,
Shopping,mobile store,Pellakur,iPoint-Multi Apple Authorized Reseller,"Center, D No 24/1/1458","Center, D No 24/1/1458, Adharsha Colony, Kondayapalem Gate, GNT Road, Nellore, Andhra Pradesh 524003",,,ipoint.co.in,,Andhra Pradesh,India,,,,4.7,,,,,524003,,,,,
Shopping,mobile store,Pellakur,Aitha Communications,"Bapuji Street Opp Clock Tower, beside apollo medicals","Bapuji Street Opp Clock Tower, beside apollo medicals, Sullurupeta, Andhra Pradesh 524121",098496 35639,,,,Andhra Pradesh,India,,,,4.3,,,,,524121,,,,,
Shopping,mobile store,Pellakur,Murali Mobiles,"Shop No 08, Podalakur","Shop No 08, Podalakur, Andhra Pradesh 524345",091829 29347,,,,Andhra Pradesh,India,,,,5,,,,,524345,,,,,
Shopping,mobile store,Pellakur,Sri Ranga Mobiles,"Shop No 08, Podalakur","Shop No 08, Podalakur, Andhra Pradesh 524345",091829 29347,,,,Andhra Pradesh,India,,,,5,,,,,524345,,,,,
Shopping,mobile store,Pellakur,MANIA MOBILES,"SP BANGLA ROAD, GNT ROAD","SP BANGLA ROAD, GNT ROAD, beside MGB MALL, Dargamitta, Nellore, Andhra Pradesh 524003",094938 56627,,maniamobiles.com,,Andhra Pradesh,India,,,,4.7,,,,,524003,,,,,
Shopping,mobile store,Pellakur,Vathsalya Mobiles,"Utukuru, Andhra Pradesh 524318","Utukuru, Andhra Pradesh 524318",094946 44197,,,,Andhra Pradesh,India,,,,4.3,,,,,524318,,,,,
Shopping,mobile store,Pellakur,Friends mobiles shop,"centre, Atmakur Somasila Rd","centre, Atmakur Somasila Rd, Atmakur, Andhra Pradesh 524322",,,,,Andhra Pradesh,India,,,,3.3,,,,,524322,,,,,
Shopping,mobile store,Pellakur,Sangeetha Gadgets - Nellore (Subedar pet),"No 16/3, 525","No 16/3, 525, Trunk Rd, opposite Axis Bank, Subedarpet, Nellore, Andhra Pradesh 524001",080 4101 7584,,stores.sangeethamobiles.com,,Andhra Pradesh,India,,,,4.8,,,,,524001,,,,,
Shopping,mobile store,Pellakur,VAMSI MOBILES,"Gate center, Podalakur","Gate center, Podalakur, Andhra Pradesh 524345",099124 88543,,,,Andhra Pradesh,India,,,,,,,,,524345,,,,,
Shopping,mobile store,Pellakur,youth customs,"Trunk Rd, opp. TOWNHALL VINAYAKA SWAMY TEMPLE","Trunk Rd, opp. TOWNHALL VINAYAKA SWAMY TEMPLE, VRC Centre, Nellore, Andhra Pradesh 524001",092487 64505,,,,Andhra Pradesh,India,,,,4.5,,,,,524001,,,,,
